"LABEL","STOPNUMBER","SHELTERTYPE","SERVICEDAYS","TRANSFERPOINT","BENCH","GARBAGECAN","SHELTER","LATITUDE","LONGITUDE","geometry.x","geometry.y"
,,,"Daily","No","No","NO","No",46.54736303,-84.32387771,705161.5999999996,5158345.619999999
"Beside TSC",,,"Daily","No","No","NO","No",46.5474306,-84.31998178,705460.0099999998,5158363.27
"South of Terrance Ave",,,"Daily","No","No","NO","No",46.54545705,-84.31912076,705533.4700000007,5158146.23
,,,"Daily","No","No","NO","No",46.54555461,-84.31866033,705568.4000000004,5158158.27
,,,"Daily","No","No","NO","No",46.5456073,-84.31527215,705827.9499999993,5158172.960000001
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.542223,-84.30933446,706295.9800000004,5157812.4399999995
"Best Buy",,,"Daily","No","No","NO","No",46.54364072,-84.31902319,705547.8100000005,5157944.67
,,,"Daily","No","No","NO","No",46.54297449,-84.30965509,706268.5500000007,5157895.1
,,,"Weekdays","No","No","NO","No",46.51714956,-84.343875,703741.6199999992,5154936.75
"John Rhodes - North Entrance",,,"Daily","No","No","NO","No",46.50935647,-84.30130066,707036.8300000001,5154181.66
"B.S.",,"New Half Shelter","Daily","No","Yes","YES","Yes",46.52650679,-84.30737675,706505.6799999997,5156071.32
,,,"Daily","No","No","NO","No",46.54458896,-84.31222813,706065.1699999999,5158067.76
,,,"Daily","No","No","NO","No",46.52315177,-84.33656475,704279.8300000001,5155622.5600000005
"Courthouse Entrance",,,"Daily","No","No","NO","No",46.51148148,-84.33273453,704617.4199999999,5154335.789999999
"Civic # 1744",,,"Daily","No","No","NO","No",46.49698687,-84.27703344,708945.8900000006,5152871.220000001
"Civic # 146",,,"Daily","No","No","NO","No",46.53386169,-84.35796822,702598.4399999995,5156757.359999999
"Civic # 102",,,"Daily","No","No","NO","No",46.53392104,-84.35561883,702778.3699999992,5156769.99
"Across from Civic # 940",,,"Daily","No","No","YES","No",46.50929882,-84.31657026,705865.6500000004,5154135.3100000005
"Ideal Drug Mart",,,"Daily","No","No","NO","No",46.50950977,-84.29991496,707142.5500000007,5154202.33
"Across from Civic # 379",,,"Daily","No","No","NO","No",46.5199123,-84.32414486,705244.5800000001,5155294.85
,,,"Weekdays","No","No","NO","No",46.52952595,-84.32452175,705179.4499999993,5156362.050000001
,,,"Weekdays","No","No","NO","No",46.5410855,-84.33857148,704058.6999999993,5157610
"Canadian Motor Hotel",,,"Daily","No","No","NO","No",46.51816523,-84.319302,705622.6199999992,5155113.34
"Civic # 1335",,,"Daily","No","No","NO","No",46.53354479,-84.24688754,711117.3100000005,5157013.42
"Across from Bloor St. W.",,,"Daily","No","No","NO","No",46.52916021,-84.35107855,703144.2799999993,5156252.6899999995
"Civic # 340",,,"Daily","Yes","No","NO","No",46.53227545,-84.36257897,702250.7799999993,5156569.279999999
"Civic # 366",,,"Daily","No","No","NO","No",46.53326972,-84.36326724,702194.3100000005,5156677.99
"Civic # 456",,,"Daily","No","No","NO","No",46.53546432,-84.36477549,702070.5099999998,5156917.970000001
"LCBO",,,"Daily","Yes","No","NO","No",46.53688445,-84.36574867,701990.6199999992,5157073.27
"Civic # 592",,,"Daily","No","No","NO","No",46.54014817,-84.36794688,701809.9700000007,5157430.279999999
"Across from Civic # 653",,,"Daily","No","No","NO","No",46.54202366,-84.36918542,701708.0600000005,5157635.5
"Civic # 718",,,"Daily","No","No","NO","No",46.54422019,-84.37064409,701588.0899999999,5157875.83
,,,"Daily","No","No","NO","No",46.54458445,-84.36697788,701867.8100000005,5157925.68
,,,"Daily","No","No","NO","No",46.53803946,-84.3610487,702346.6999999993,5157213.65
,,,"Daily","No","No","NO","No",46.55385755,-84.34087582,703834.1799999997,5159023.16
,,,"Daily","No","No","NO","No",46.56677715,-84.34171345,703721.5800000001,5160456.51
"Great Lakes Forestry Centre",,,"Daily","No","No","NO","No",46.50438851,-84.30335166,706898.3499999996,5153624.289999999
,,,"Daily","No","No","NO","No",46.54237455,-84.3189597,705557.4600000009,5157804.15
"Fastenal",,,"Daily","No","No","NO","No",46.54575834,-84.31940359,705510.6500000004,5158178.970000001
"Circle K",,,"Daily","No","No","NO","No",46.53863697,-84.30843717,706378.3699999992,5157416.34
"Paul Davis",,,"Daily","No","No","NO","No",46.5336499,-84.32948875,704783.0399999991,5156807.359999999
,,,"Daily","No","No","NO","No",46.5303432,-84.33004332,704752.9499999993,5156438.51
"Civic # 87",,,"Daily","No","No","NO","No",46.52644373,-84.33031941,704746.4399999995,5156004.52
"Civic # 41",,,"Daily","No","No","NO","No",46.52502026,-84.32979826,704791.7599999998,5155847.710000001
,,,"Daily","No","No","NO","No",46.55339368,-84.31943078,705479.7300000004,5159027.27
"Northwood Funeral Home",,,"Daily","No","No","NO","No",46.55527245,-84.31960043,705459.6300000008,5159235.58
,,,"Daily","No","No","NO","No",46.5647303,-84.32046579,705357.5899999999,5160284.199999999
,,,"Daily","No","No","NO","No",46.56744934,-84.31995742,705386.2799999993,5160587.640000001
,,,"Daily","No","No","NO","No",46.56493466,-84.32077959,705332.7699999996,5160306.09
,,,"Daily","No","No","NO","No",46.56306537,-84.32061058,705352.7799999993,5160098.83
,,,"Daily","No","No","NO","No",46.55651847,-84.32002933,705422.0500000007,5159372.91
"Soo Mill",,,"Daily","No","No","NO","No",46.54336244,-84.3192919,705528.2599999998,5157913.050000001
"Across from Beer Store",,,"Daily","No","No","NO","No",46.54154987,-84.31921645,705540.8900000006,5157711.85
,,,"Daily","Yes","No","NO","No",46.54031219,-84.31585302,705803.4399999995,5157583.1
,,,"Daily","No","No","NO","No",46.53673003,-84.39450647,699786.1600000001,5156982.880000001
,,,"Daily","No","No","NO","No",46.53667311,-84.39710805,699586.8900000006,5156969.970000001
,,,"Daily","No","No","NO","No",46.53662079,-84.39909174,699434.9800000004,5156959.140000001
,,,"Daily","No","No","NO","No",46.53649641,-84.40379926,699074.4800000004,5156933.43
,,,"Daily","No","No","NO","No",46.53633033,-84.41074997,698542.1300000008,5156897.460000001
,,,"Daily","No","No","NO","No",46.53405853,-84.41179438,698470.3300000001,5156642.41
,,,"Daily","No","No","NO","No",46.53136561,-84.41101346,698540.0299999993,5156345.16
,,,"Daily","No","No","NO","No",46.53050201,-84.40301278,699156.7100000009,5156269.369999999
"Across from S. Eden St.",,,"Daily","No","No","NO","No",46.529301,-84.39511117,699767.0500000007,5156155.9
"Across from Civic # 906",,,"Daily","No","No","NO","No",46.52940253,-84.39089291,700090.1600000001,5156177.869999999
"Civic # 179",,,"Daily","No","No","NO","No",46.53125735,-84.38984086,700164.0199999996,5156386.630000001
,,,"Daily","No","No","NO","No",46.53132057,-84.38682545,700395.0199999996,5156401.3100000005
,,,"Daily","No","No","NO","No",46.53137532,-84.38427651,700590.2799999993,5156413.869999999
"Pole 11881",,,"Daily","No","No","NO","No",46.53143647,-84.38212774,700754.8300000001,5156426.130000001
,,,"Weekdays","No","No","NO","No",46.53502392,-84.3177338,705679.2200000007,5156990.609999999
,,,"Weekdays","No","No","NO","No",46.53994182,-84.33651761,704220.4600000009,5157488.24
,,,"Weekdays","No","No","NO","No",46.54088718,-84.31554555,705824.8399999999,5157647.789999999
,,,"Daily","Yes","No","NO","No",46.5404026,-84.31615807,705779.7100000009,5157592.35
,,,"Daily","No","No","NO","No",46.55414917,-84.31981194,705447.6600000001,5159110.220000001
"Civic # 1123",,,"Daily","No","No","NO","No",46.56114767,-84.32044619,705372.6199999992,5159886.18
,,,"Daily","No","No","NO","No",46.56410657,-84.34155014,703744.0999999996,5160160.199999999
,,,"Daily","No","No","NO","No",46.56177406,-84.34138819,703765.25,5159901.449999999
,,,"Daily","No","No","NO","No",46.55851329,-84.34117585,703793.7400000002,5159539.6899999995
"Across from Civic # 684",,,"Daily","No","No","NO","No",46.54412024,-84.36136534,702299.8200000003,5157888.48
"Across from Civic # 592",,,"Daily","No","No","NO","No",46.54084675,-84.36120488,702324.2899999991,5157525.17
"Medicine Shoppe",,,"Daily","No","No","NO","No",46.53802859,-84.36653661,701925.9600000009,5157198.380000001
"Korah C & VS",,,"Daily","No","No","NO","No",46.54139668,-84.38198301,700729.1999999993,5157533.1899999995
,,,"Daily","No","No","NO","No",46.53073475,-84.40513288,698993.2799999993,5156289.880000001
"Civic # 116",,,"Daily","No","No","NO","No",46.53143749,-84.38782983,700317.5700000003,5156411.75
"Civic # 525",,,"Daily","No","No","NO","No",46.53133046,-84.37194604,701535.9900000002,5156440.3100000005
"Mazzuca Chiropractic",,,"Daily","Yes","No","NO","No",46.53691813,-84.36601909,701969.7599999998,5157076.32
"Across from Parliament St.",,,"Daily","No","No","NO","No",46.53198355,-84.34448978,703638.9900000002,5156583.380000001
"Across from Wood Wyant",,,"Daily","No","No","NO","No",46.52119479,-84.33946275,704064.9000000004,5155397.619999999
,,,"Evenings/Weekends","No","No","NO","No",46.53400938,-84.32498244,705127.2300000004,5156859.01
,,,"Evenings/Weekends","No","No","NO","No",46.5339969,-84.32832409,704871.0399999991,5156848.9399999995
,,,"Weekdays","No","No","NO","No",46.53254139,-84.32342536,705252.1600000001,5156699.949999999
"Dollarama",,,"Evenings/Weekends","No","No","NO","No",46.53401717,-84.3212606,705412.5899999999,5156869.5600000005
"Across from Civic # 382",,,"Daily","No","No","NO","No",46.51990795,-84.35011654,703252.5800000001,5155227.140000001
"Across from Marconi Club",,,"Daily","No","No","NO","No",46.52004409,-84.35133861,703158.3399999999,5155239.119999999
"B.S.",,"New Dome Shelter","Daily","No","Yes","NO","Yes",46.51824692,-84.34063435,703986.0800000001,5155067.050000001
"B.S.",,"New Dome Shelter","Daily","No","No","NO","Yes",46.51941121,-84.33970437,704053.0500000007,5155198.82
"Casino",,,"Daily","No","No","NO","No",46.51741728,-84.34227453,703863.3800000008,5154970.630000001
"Queenstown Residences",,,"Daily","No","No","NO","No",46.50650044,-84.32395665,705309.5500000007,5153805.140000001
"Civic # 1009",,,"Daily","No","No","NO","No",46.50526673,-84.31646029,705889.3200000003,5153687.59
"Across from Upton Rd.",,,"Daily","No","No","NO","No",46.50509653,-84.31404572,706075.2100000009,5153674.98
"Civic # 472",,,"Daily","No","No","NO","No",46.51671538,-84.27071287,709355.0700000003,5155080.01
"Civic # 172",,,"Daily","No","No","NO","No",46.51720838,-84.27267622,709202.5800000001,5155129.58
"Pole 19856",,,"Daily","No","No","NO","No",46.5183637,-84.27482641,709033.2200000007,5155252.25
"Giant Tiger",,,"Daily","Yes","No","NO","No",46.52008159,-84.275814,708950.8800000008,5155440.51
,,,"Weekdays","No","No","NO","No",46.52251436,-84.32563562,705120.4399999995,5155580.09
"Wellwise",,,"Daily","No","No","NO","No",46.52171022,-84.31818394,705694.9900000002,5155510.140000001
,,,"Daily","No","No","NO","No",46.52814557,-84.29979843,707080.6300000008,5156273.27
,,,"Evenings/Weekends","No","No","NO","No",46.53069702,-84.30647538,706558.9100000001,5156539.26
,,,"Daily","No","No","NO","No",46.53557486,-84.31765162,705683.4399999995,5157052.039999999
,,,"Daily","No","No","NO","No",46.5373379,-84.31538684,705850.4299999997,5157253.84
"Civic # 911",,,"Daily","No","No","NO","No",46.50556771,-84.32107257,705534.3300000001,5153709.01
"Ho Shin Sool",,,"Daily","No","No","NO","No",46.53098896,-84.36169246,702323.5399999991,5156428.609999999
,,,"Evenings/Weekends","No","No","NO","No",46.5281859,-84.30019141,707050.3399999999,5156276.720000001
"Civic # 986",,,"Daily","No","No","NO","No",46.53290589,-84.30744133,706476.4600000009,5156782.16
"NW Corner of Wellington Sq. Mall",,,"Daily","Yes","No","NO","No",46.52082118,-84.27594481,708938.0099999998,5155522.34
,,,"Evenings/Weekends","No","No","NO","No",46.52947718,-84.30219817,706891.5399999991,5156414.93
,,,"Evenings/Weekends","No","No","NO","No",46.52920657,-84.30180629,706921.0999999996,5156386.880000001
,,,"Evenings/Weekends","No","No","NO","No",46.52890227,-84.29796555,707218.3100000005,5156362.16
"Beside Civic # 324",,,"Daily","Yes","No","NO","No",46.53198604,-84.36217843,702282.5700000003,5156538.15
"Missanabie Cree First Nation",,,"Daily","No","No","NO","No",46.50907447,-84.33023057,704818.5500000007,5154074.84
"Civic # 547",,,"Daily","No","No","NO","No",46.53913202,-84.36110933,702337.9900000002,5157334.890000001
"Subway",,,"Daily","No","No","YES","No",46.53086538,-84.3195913,705552.4900000002,5156523.710000001
,,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.54877988,-84.3178292,705619.9299999997,5158518.800000001
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.54928541,-84.31922957,705510.6699999999,5158571.32
,,,"Daily","No","No","NO","No",46.55291988,-84.31721559,705651.3200000003,5158980.4
,,,"Daily","No","No","NO","No",46.55292584,-84.31472472,705842.2300000004,5158987.5600000005
,,,"Daily","No","No","NO","No",46.55308577,-84.3096416,706231.2599999998,5159018.609999999
,,,"Daily","No","No","NO","No",46.54773919,-84.30926142,706280.6699999999,5158425.539999999
,,,"Daily","No","No","NO","No",46.54718034,-84.3115164,706109.9199999999,5158357.550000001
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.53254339,46.53254339,707247.1500000004,5156768.1899999995
"Pole 12962",,,"Daily","No","No","NO","No",46.53036509,-84.35507627,702833.2200000007,5156376.279999999
"Pole 12960",,,"Daily","No","No","NO","No",46.53031271,-84.35740704,702654.6799999997,5156364.470000001
,,,"Daily","No","No","NO","No",46.53853071,-84.31214463,706094.5099999998,5157394.84
"Pole 00030",,,"Daily","No","No","NO","No",46.52104616,-84.34776423,703428.75,5155359.67
"Hard Wok Café",,,"Daily","No","No","NO","No",46.52091156,-84.34762998,703439.5500000007,5155345.0600000005
"Former Walmart",,,"Daily","No","No","NO","No",46.51401128,-84.34223837,703878.9000000004,5154592.279999999
"Galaxy Cinema",,,"Daily","No","No","NO","No",46.51160846,-84.33985152,704070.9900000002,5154331.470000001
"Across from Sherbourne St.",,,"Daily","No","No","NO","No",46.52930895,-84.35160543,703103.3200000003,5156267.859999999
"Civic # 367",,,"Daily","No","No","NO","No",46.53401684,-84.31807619,705656.7699999996,5156877.82
"Civic # 370",,,"Daily","No","No","NO","No",46.53418071,-84.3178948,705670.0600000005,5156896.5
"Water Tower",,,"Daily","No","No","NO","No",46.53836917,-84.31709865,705715.2799999993,5157363.960000001
"Pole 6261",,,"Daily","No","No","NO","No",46.52787603,-84.31612799,705829.3699999992,5156200.59
"North 82",,,"Daily","No","No","NO","No",46.52785452,-84.31868577,705633.3000000007,5156191.529999999
,,"New Dome Shelter","Daily","Yes","Yes","NO","Yes",46.53396334,-84.31090691,706206.7100000009,5156890.59
"1st Pole east of Aurora's Hillside",,,"Daily","No","No","NO","No",46.53873462,-84.31208592,706098.2400000002,5157417.65
"Ashley HomeStore",,,"Evenings/Weekends","No","No","NO","No",46.5339842,-84.33014945,704731.1199999992,5156842.789999999
